tm1_points_h,tm1_PPGH_h,tm1_GS_h,tm1_GC_h,tm0_GS_h,tm2_points_a,tm2_PPGA_a,tm2_GS_a,tm2_GC_a,tm0_GS_a,tm0_PPGH,tm1_wins,tm2_wins,tm0_wins,tm1_defeats,tm2_defeats,tm0_defeats,tm1_GSG,tm2_GSG,tm0_GSG,tm1_GCG,tm2_GCG,tm0_GCG,tm1_D,tm2_D,tm0_D,tm1_TGG,tm2_TGG,tm0_TGG,tm1_25,tm2_25,tm0_25,tm1_35,tm2_35,tm0_35,tm1_BTS,tm2_BTS,tm0_BTS,tm0_PPGH_h,tm1_wins_h,tm0_wins_h,tm1_defeats_h,tm0_defeats_h,tm1_GSG_h,tm0_GSG_h,tm1_GCG_h,tm0_GCG_h,tm1_D_h,tm0_D_h,tm1_TGG_h,tm0_TGG_h,tm1_25_h,tm0_25_h,tm1_35_h,tm0_35_h,tm1_BTS_h,tm0_BTS_h,tm0_PPGH_a,tm2_wins_a,tm0_wins_a,tm2_defeats_a,tm0_defeats_a,tm2_GSG_a,tm0_GSG_a,tm2_GCG_a,tm0_GCG_a,tm2_D_a,tm0_D_a,tm2_TGG_a,tm0_TGG_a,tm2_25_a,tm0_25_a,tm2_35_a,tm0_35_a,tm2_BTS_a,tm0_BTS_a,tm1_ClS_h,tm1_WtN_h,tm1_SiBH_h,tm1_BoTS_h,tm1_FtS_h,tm1_LtN_h,tm1_CiBH_h,tm2_ClS_h,tm2_WtN_h,tm2_SiBH_h,tm2_BoTS_h,tm2_FtS_h,tm2_LtN_h,tm2_CiBH_h,scores,tm1_names,tm2_names,urls,dates
69,1.26,54,45,56,29,0.53,39,58,44,1.38,24,21,38,55,53,38,1.08,0.95,1.36,1.76,1.68,1.36,21,26,24,2.84,2.63,2.72,58,55,52,26,21,28,58,45,51,1.60,37,45,47,31,1.16,1.52,1.58,1.21,16,24,2.74,2.72,58,52,26,28,53,51,1.16,11,31,68,45,0.74,1.21,1.95,1.52,21,24,2.68,2.72,42,52,16,28,42,51,37,26,26,53,21,11,26,11,11,16,42,47,47,26,2 - 1,Aston Villa,Watford,pmatch.asp?league=england_2020&stats=592-16-11-2020,Tue 21 Jan
62,1.11,55,46,56,46,1.00,49,50,44,1.38,24,24,38,58,39,38,1.05,1.03,1.36,1.71,1.42,1.36,18,37,24,2.76,2.45,2.72,61,45,52,34,21,28,55,53,51,1.60,26,45,42,31,1.16,1.52,1.58,1.21,32,24,2.74,2.72,58,52,37,28,58,51,1.16,21,31,42,45,1.00,1.21,1.42,1.52,37,24,2.42,2.72,53,52,21,28,58,51,16,5,16,58,37,26,37,26,11,16,58,32,16,26,3 - 1,Bournemouth,Brighton,pmatch.asp?league=england_2020&stats=597-13-12-2020,Tue 21 Jan
53,1.21,48,40,56,60,1.63,59,42,44,1.38,29,39,38,45,42,38,0.82,1.34,1.36,1.32,1.58,1.36,26,18,24,2.13,2.92,2.72,29,58,52,16,29,28,37,61,51,1.60,32,45,42,31,0.79,1.52,1.05,1.21,26,24,1.84,2.72,16,52,5,28,37,51,1.16,47,31,32,45,1.58,1.21,1.32,1.52,21,24,2.89,2.72,63,52,32,28,58,51,32,26,11,37,37,32,16,32,32,42,58,11,11,11,0 - 2,Crystal Palace,Southampton,pmatch.asp?league=england_2020&stats=600-9-8-2020,Tue 21 Jan
63,1.63,55,38,56,41,0.95,47,64,44,1.38,34,29,38,39,42,38,1.16,1.00,1.36,1.47,1.53,1.36,26,29,24,2.63,2.53,2.72,47,50,52,32,34,28,58,47,51,1.60,42,45,21,31,1.26,1.52,1.11,1.21,37,24,2.37,2.72,37,52,32,28,58,51,1.16,26,31,58,45,0.95,1.21,1.95,1.52,16,24,2.89,2.72,53,52,47,28,42,51,32,21,26,58,21,11,21,21,16,16,42,42,37,32,2 - 2,Everton,Newcastle Utd,pmatch.asp?league=england_2020&stats=593-10-17-2020,Tue 21 Jan
61,1.74,62,38,56,42,1.79,44,63,44,1.38,37,68,38,32,24,38,1.03,2.68,1.36,1.03,0.92,1.36,32,8,24,2.05,3.61,2.72,29,76,52,11,53,28,39,45,51,1.60,53,45,32,31,1.26,1.52,0.79,1.21,16,24,2.05,2.72,32,52,11,28,32,51,1.16,58,31,37,45,2.37,1.21,1.16,1.52,5,24,3.53,2.72,68,52,58,28,47,51,42,42,21,32,26,26,11,37,37,53,47,16,16,26,0 - 1,Sheffield Utd,Manchester City,pmatch.asp?league=england_2020&stats=595-14-4-2020,Tue 21 Jan
55,1.89,43,30,56,36,1.05,36,50,44,1.38,53,37,38,32,26,38,1.82,1.47,1.36,1.42,1.26,1.36,16,37,24,3.24,2.74,2.72,66,55,52,37,34,28,58,61,51,1.60,58,45,26,31,1.58,1.52,0.84,1.21,16,24,2.42,2.72,47,52,16,28,37,51,1.16,21,31,37,45,1.05,1.21,1.26,1.52,42,24,2.32,2.72,42,52,26,28,53,51,42,42,37,37,21,21,11,26,16,16,53,32,21,21,2 - 2,Chelsea,Arsenal,pmatch.asp?league=england_2020&stats=598-20-18-2020,Tue 21 Jan
60,1.95,52,41,56,44,0.89,39,47,44,1.38,47,26,38,32,50,38,1.76,1.29,1.36,1.08,1.63,1.36,21,24,24,2.84,2.92,2.72,58,50,52,26,39,28,50,53,51,1.60,58,45,21,31,1.84,1.52,0.89,1.21,21,24,2.74,2.72,58,52,32,28,42,51,1.16,21,31,53,45,1.00,1.21,1.53,1.52,26,24,2.53,2.72,42,52,32,28,42,51,42,32,32,42,26,16,11,21,16,26,42,42,37,42,4 - 1,Leicester City,West Ham Utd,pmatch.asp?league=england_2020&stats=596-5-3-2020,Wed 22 Jan
66,2.05,59,36,56,29,0.32,27,51,44,1.38,42,13,38,29,71,38,1.61,0.68,1.36,1.24,1.97,1.36,29,16,24,2.84,2.66,2.72,61,50,52,32,32,28,66,39,51,1.60,63,45,21,31,1.89,1.52,0.89,1.21,16,24,2.79,2.72,53,52,26,28,53,51,1.16,5,31,79,45,0.37,1.21,2.00,1.52,16,24,2.37,2.72,42,52,21,28,26,51,32,32,21,53,16,16,5,16,5,0,26,68,58,42,2 - 1,Tottenham,Norwich City,pmatch.asp?league=england_2020&stats=599-15-2-2020,Wed 22 Jan
56,1.95,61,47,56,48,1.37,44,54,44,1.38,47,39,38,21,37,38,1.74,1.13,1.36,0.95,1.32,1.36,32,24,24,2.68,2.45,2.72,42,47,52,24,13,28,47,39,51,1.60,53,45,11,31,2.11,1.52,0.89,1.21,37,24,3.00,2.72,58,52,37,28,58,51,1.16,37,31,37,45,1.00,1.21,1.42,1.52,26,24,2.42,2.72,47,52,16,28,37,51,37,32,53,58,11,5,26,37,32,16,37,32,26,32,0 - 2,Manchester Utd,Burnley,pmatch.asp?league=england_2020&stats=594-19-7-2020,Wed 22 Jan
53,1.63,53,48,56,44,2.32,39,52,44,1.38,39,84,38,24,8,38,1.34,2.24,1.36,1.05,0.87,1.36,37,8,24,2.39,3.11,2.72,37,68,52,16,34,28,55,55,51,1.60,42,45,21,31,1.42,1.52,1.00,1.21,37,24,2.42,2.72,37,52,11,28,53,51,1.16,74,31,16,45,1.74,1.21,0.89,1.52,11,24,2.63,2.72,68,52,21,28,47,51,42,32,32,53,16,5,26,42,37,42,47,16,11,5,1 - 2,Wolverhampton,Liverpool,pmatch.asp?league=england_2020&stats=591-6-1-2020,Thu 23 Jan
